province thai,province Eng,Lat,long,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
นครราชสีมา,Nakhon Ratchasima,15.08644014,102.1976901,85837,60450,16766,379,0,0,0,0,0,0,1404,12587
นครสวรรค์,Nakhon Sawan,15.67782946,100.1931783,155111,41391,27878,62527,0,0,0,0,0,0,241797,284975
นครศรีธรรมราช,Nakhon Si Thammarat,8.34487574,99.86193491,0,0,9658,6124,11277,38879,0,0,0,0,0,0
น่าน,Nan,18.8794898,100.8094286,4462,540,0,0,0,0,0,0,0,0,0,1977
นราธิวาส,Narathiwat,6.234092105,101.7531711,0,0,0,28,112,85,0,0,0,0,0,0
หนองบัวลำภู,Nong Bua Lam Phu,17.18251724,102.3142586,13578,2319,1369,0,0,0,0,0,0,0,37,5241
หนองคาย,Nong Khai,17.91401639,102.8044262,28076,2945,262,0,0,0,0,0,0,0,4189,51365
นนทบุรี,Nonthaburi,13.88841176,100.4345882,15362,5491,4627,11052,0,0,0,0,0,0,28226,32773
ปทุมธานี,Pathum Thani,14.04674576,100.6253898,42063,36179,28325,27213,0,0,0,0,0,0,74066,66338
ปัตตานี,Pattani,6.756087719,101.3607456,0,0,199,762,9694,4896,0,0,0,0,0,0
พังงา,Phang-nga,8.655536232,98.27214493,0,0,0,0,0,0,0,0,0,0,0,0
พัทลุง,Phatthalung,7.54880303,100.0667121,0,0,5844,7666,9733,14905,0,0,0,0,0,0
พะเยา,Phayao,19.28419403,100.0843134,32916,17533,166,0,0,0,0,0,0,0,249,9868
เพชรบูรณ์,Phetchabun,16.27352174,101.110113,9844,1753,483,170,0,0,0,0,0,0,13882,12729
เพชรบุรี,Phetchaburi,13.04547253,99.88163736,9839,49961,72997,4191,0,0,0,0,0,0,796,1641
พิจิตร,Phichit,16.25902273,100.3543182,129725,32514,19427,54883,0,0,0,0,0,0,153638,356366
พิษณุโลก,Phitsanulok,16.87664516,100.3781935,218929,54875,13503,9508,0,0,0,0,0,0,153805,393583
อยุธยา,Phra Nakhon Si Ayutthaya,14.37482039,100.5316117,229090,53902,30270,20203,0,0,0,0,0,0,51170,339304
แพร่,Phrae,18.15474026,100.0967013,4761,274,0,0,0,0,0,0,0,0,2427,27972
ภูเก็ต,Phuket,7.887342105,98.36747368,0,0,0,0,0,0,0,0,0,0,0,0
ปราจีนบุรี,Prachin Buri,13.99596825,101.5334444,11227,2677,1796,1081,0,0,0,0,0,0,96069,20582
ประจวบคีรีขันธ์,Prachuap Khiri Khan,11.87997872,99.66968085,995,3737,1659,243,0,0,0,0,0,0,48,278
ระนอง,Ranong,9.84295,98.57283333,0,0,0,0,0,0,0,0,0,0,0,0
ราชบุรี,Ratchaburi,13.60378641,99.80105825,11353,25783,123846,7359,0,0,0,0,0,0,1983,3128
ระยอง,Rayong,12.77290909,101.4139394,394,1471,981,0,0,0,0,0,0,0,263,529
ร้อยเอ็ด,Roi Et,15.94159686,103.8014241,139177,46199,4499,1655,0,0,0,0,0,0,1105,43159
สระแก้ว,Sa kaeo,13.72012069,102.3403103,18408,1018,0,0,0,0,0,0,0,0,0,3065
สกลนคร,Sakon Nakhon,17.40146774,103.8297419,25208,2965,0,0,0,0,0,0,0,0,5310,58708
สมุทรปราการ,Samut Prakarn,13.61855102,100.655449,871,686,577,132,0,0,0,0,0,0,18577,1701
สมุทรสาคร,Samut Sakhon,13.58789744,100.2134103,1291,375,294,151,0,0,0,0,0,0,912,1044
สมุทรสงคราม,Samut Songkhram,13.43411429,99.95694286,0,346,1319,228,0,0,0,0,0,0,0,0
สระบุรี,Saraburi,14.55531481,100.8865463,123970,28890,11683,4290,0,0,0,0,0,0,21861,28030
สตูล,Satun,6.695068182,99.72796591,0,24,120,41,0,0,0,0,0,0,0,0
ศรีสะเกษ,Si Sa Ket,14.94141872,104.3277783,28843,6149,657,0,0,0,0,0,0,0,1069,50344
สิงห์บุรี,Sing Buri,14.88357143,100.3582143,37957,6650,3591,2945,0,0,0,0,0,0,94831,117566
สงขลา,Songkhla,7.117804348,100.5218768,0,0,2285,7215,10539,24241,0,0,0,0,0,0
สุโขทัย,Sukhothai,17.1496,99.79715294,133558,10502,20150,8657,0,0,0,0,0,0,180575,232696
สุพรรณบุรี,Suphan Buri,14.53585185,100.015287,301550,49685,93135,57474,0,0,0,0,0,0,179509,224683
สุราษฎร์ธานี,Surat Thani,9.228121053,99.40556316,1474,696,0,0,0,0,0,0,0,0,406,1123
สุรินทร์,Surin,14.93708228,103.669962,12348,1479,0,0,0,0,0,0,0,0,2273,24146
ตาก,Tak,16.84066102,98.83098305,4959,1044,232,182,0,0,0,0,0,0,136,6061
ตรัง,Trang,7.479578947,99.55433333,0,60,0,0,0,0,0,0,0,0,0,0
ตราด,Trat,12.10803774,102.4909057,2136,144,0,0,0,0,0,0,0,0,0,93
อุบลราชธานี,Ubon Ratchathani,15.27789498,105.0215845,45814,23451,6843,201,0,0,0,0,0,0,1123,73554
อุดรธานี,Udon Thani,17.40975974,102.883539,9614,3019,0,0,0,0,0,0,0,0,4947,28298
อุทัยธานี,Uthai Thani,15.37220588,99.80179412,17240,4533,5447,5093,0,0,0,0,0,0,98898,24714
อุตรดิตถ์,Uttaradit,17.63522727,100.3226667,107647,15067,2934,411,0,0,0,0,0,0,22940,165016
ยะลา,Yala,6.389631579,101.2610877,0,0,0,79,198,63,0,0,0,0,0,0
ยโสธร,Yasothon,15.83362821,104.3002051,34578,9149,1844,0,0,0,0,0,0,0,232,18899
