date,station_name,station_id,latitude,longitude,day,month,year,mirid_bug,mint_temperature ,maxt_temperature ,temperature ,dew_point,humidity ,wind_speed,wind_direction,rainfall,BPH_count
24/10/2017,Phatthalung Rice research Center,,7.567,100.131,24,10,2017,0,28,32.9,30.9,24.7,70.16,15.5,139.25,0,0
25/10/2017,Phatthalung Rice research Center,,7.567,100.131,25,10,2017,0,26.4,30.8,28.5,24.6,79.9,9.2,125.5,0,0
26/10/2017,Phatthalung Rice research Center,,7.567,100.131,26,10,2017,0,26.6,32.6,29.7,24.9,75.88,13.6,74,7.99,2
27/10/2017,Phatthalung Rice research Center,,7.567,100.131,27,10,2017,0,26.3,32.1,29.2,24.6,77.23,11.1,139.5,1.68,5
28/10/2017,Phatthalung Rice research Center,,7.567,100.131,28,10,2017,0,25.9,27.4,26.7,25,90.81,5.4,27.5,0,0
29/10/2017,Phatthalung Rice research Center,,7.567,100.131,29,10,2017,0,27.3,30.6,29.1,24.5,76.75,18.1,93,9.17,0
30/10/2017,Phatthalung Rice research Center,,7.567,100.131,30,10,2017,0,25.4,29.6,27.3,24.5,85.08,16.5,118,2,5
31/10/2017,Phatthalung Rice research Center,,7.567,100.131,31,10,2017,0,27.6,32.1,30.7,24.1,68.55,18.8,100.4,0.2,4
1/11/2017,Phatthalung Rice research Center,,7.567,100.131,1,11,2017,0,26.3,30.2,29,24.3,76.36,19.9,155.5,13.6,6
2/11/2017,Phatthalung Rice research Center,,7.567,100.131,2,11,2017,0,25.4,28.6,26.8,24.4,87.13,11,231,0.82,205
3/11/2017,Phatthalung Rice research Center,,7.567,100.131,3,11,2017,0,25.3,25.4,25.3,24.3,93.92,13.3,5,0,60
4/11/2017,Phatthalung Rice research Center,,7.567,100.131,4,11,2017,0,25,26.2,25.5,24.5,94.2,13.1,85.5,33.88,9
5/11/2017,Phatthalung Rice research Center,,7.567,100.131,5,11,2017,0,24,25.8,24.7,24.1,96.31,7.5,159.5,9.4,15
6/11/2017,Phatthalung Rice research Center,,7.567,100.131,6,11,2017,0,25.1,30.8,29,24.5,77.3,13.5,157.6,0,19
7/11/2017,Phatthalung Rice research Center,,7.567,100.131,7,11,2017,0,25.7,30.7,28.9,25,80.03,6.7,264.33,0,5
8/11/2017,Phatthalung Rice research Center,,7.567,100.131,8,11,2017,0,26,27.4,26.7,25.3,92,4.1,166.5,0,2
9/11/2017,Phatthalung Rice research Center,,7.567,100.131,9,11,2017,0,25.3,30,28.3,24.6,80.9,12.4,132,0,12
10/11/2017,Phatthalung Rice research Center,,7.567,100.131,10,11,2017,3,25.6,29.2,27.8,24.8,84.33,10.2,40.75,0.8,202
11/11/2017,Phatthalung Rice research Center,,7.567,100.131,11,11,2017,2,25.4,29.5,27.3,24.9,87.27,11.3,214.5,3.29,22
12/11/2017,Phatthalung Rice research Center,,7.567,100.131,12,11,2017,2,25.8,29.5,28,24.5,81.67,9.3,184.33,0.2,8
13/11/2017,Phatthalung Rice research Center,,7.567,100.131,13,11,2017,0,26.2,28.2,27.2,24.7,86.43,6.7,235.5,0,10
14/11/2017,Phatthalung Rice research Center,,7.567,100.131,14,11,2017,0,26,32.6,29.7,25.2,77.51,10.7,180.25,0.5,0
15/11/2017,Phatthalung Rice research Center,,7.567,100.131,15,11,2017,0,25.6,30.6,28.5,24.9,81.07,6.7,176.5,0,0
16/11/2017,Phatthalung Rice research Center,,7.567,100.131,16,11,2017,0,25.5,32,29.8,25.1,76.86,16.1,167.2,0,0
17/11/2017,Phatthalung Rice research Center,,7.567,100.131,17,11,2017,0,27.7,31.8,30.2,25.4,75.79,14.5,74.67,10.96,0
18/11/2017,Phatthalung Rice research Center,,7.567,100.131,18,11,2017,0,27.4,28.8,28.1,25,83.52,7.6,38,0,1
19/11/2017,Phatthalung Rice research Center,,7.567,100.131,19,11,2017,0,27,32.2,30.7,24.7,70.62,16.1,191.13,0,0
20/11/2017,Phatthalung Rice research Center,,7.567,100.131,20,11,2017,0,25.2,31,28.4,24.8,81.38,9.5,173.25,0,1
21/11/2017,Phatthalung Rice research Center,,7.567,100.131,21,11,2017,0,25.9,32.4,30,24.8,74.59,14.6,106.1,0,0
22/11/2017,Phatthalung Rice research Center,,7.567,100.131,22,11,2017,2,26.3,32.1,29.9,24.9,75.46,11,146.33,0.2,15
23/11/2017,Phatthalung Rice research Center,,7.567,100.131,23,11,2017,0,25.4,25.5,25.5,24.8,96.23,13,48.5,0,0
24/11/2017,Phatthalung Rice research Center,,7.567,100.131,24,11,2017,2,25.9,28.5,27.3,24.4,84.14,18.6,87,11.97,21
25/11/2017,Phatthalung Rice research Center,,7.567,100.131,25,11,2017,0,24,24.8,24.2,24.1,99.25,8.3,185.25,35.88,0
26/11/2017,Phatthalung Rice research Center,,7.567,100.131,26,11,2017,0,23.4,24.3,24,23.8,98.76,12.8,195.4,50.46,0
27/11/2017,Phatthalung Rice research Center,,7.567,100.131,27,11,2017,0,25.2,29.6,27.5,25.2,87.77,18.2,107.33,0.63,0
28/11/2017,Phatthalung Rice research Center,,7.567,100.131,28,11,2017,0,24,24.4,24.2,24,98.83,8.6,76,0,0
29/11/2017,Phatthalung Rice research Center,,7.567,100.131,29,11,2017,0,23.8,24.8,24.2,24,98.96,9.3,288.88,69.15,231
30/11/2017,Phatthalung Rice research Center,,7.567,100.131,30,11,2017,8,24.4,26.6,25.2,24.2,93.99,11.1,265.75,28.87,1250
1/12/2017,Phatthalung Rice research Center,,7.567,100.131,1,12,2017,5,24.4,27.7,25.9,24.8,93.91,15.8,89.2,8.91,950
2/12/2017,Phatthalung Rice research Center,,7.567,100.131,2,12,2017,0,25.5,29.6,27.5,25.3,87.73,9.7,92.67,3.23,50
3/12/2017,Phatthalung Rice research Center,,7.567,100.131,3,12,2017,2,25,25.8,25.4,25,97.83,5.5,185.5,0,38
4/12/2017,Phatthalung Rice research Center,,7.567,100.131,4,12,2017,3,26.5,30.7,28.8,25.3,82.11,18.3,60.13,9,66
5/12/2017,Phatthalung Rice research Center,,7.567,100.131,5,12,2017,10,26.3,30.5,28.4,25.7,85.78,11.4,53,0,22
6/12/2017,Phatthalung Rice research Center,,7.567,100.131,6,12,2017,2,25.6,30.2,27.7,25.2,86.51,18.2,61,0.3,18
7/12/2017,Phatthalung Rice research Center,,7.567,100.131,7,12,2017,5,27.7,30.6,29,25.1,79.71,11,110,5.73,23
8/12/2017,Phatthalung Rice research Center,,7.567,100.131,8,12,2017,0,26.4,26.7,26.6,25,91.43,6.6,177.5,0,15
9/12/2017,Phatthalung Rice research Center,,7.567,100.131,9,12,2017,2,25.5,28.6,26.9,24.6,87.62,14.1,109,7.63,12
10/12/2017,Phatthalung Rice research Center,,7.567,100.131,10,12,2017,2,26.2,29.6,28.3,24.1,78.09,14.3,66.5,0,8
11/12/2017,Phatthalung Rice research Center,,7.567,100.131,11,12,2017,4,25.5,31.1,29.2,22.9,69.67,15.9,42.5,0,19
12/12/2017,Phatthalung Rice research Center,,7.567,100.131,12,12,2017,0,24.5,30.2,28.3,23.8,77.23,13.7,153.67,0,22
13/12/2017,Phatthalung Rice research Center,,7.567,100.131,13,12,2017,1,24.9,27,26,24,89.22,2.8,289.5,0,12
14/12/2017,Phatthalung Rice research Center,,7.567,100.131,14,12,2017,0,25,31.8,29.8,23.3,69.2,12.2,177.38,0,6
15/12/2017,Phatthalung Rice research Center,,7.567,100.131,15,12,2017,0,25,30.5,28.2,23.8,77.73,6.2,109,0,0
16/12/2017,Phatthalung Rice research Center,,7.567,100.131,16,12,2017,0,25.3,32.2,30.2,23.9,69.93,15.6,111.3,0,0
17/12/2017,Phatthalung Rice research Center,,7.567,100.131,17,12,2017,0,25,28.4,26.6,23.8,84.63,13.7,193,9.02,0
18/12/2017,Phatthalung Rice research Center,,7.567,100.131,18,12,2017,0,25.1,26.2,25.7,23,85.45,9.3,30.5,0,0
19/12/2017,Phatthalung Rice research Center,,7.567,100.131,19,12,2017,0,25.1,29,27.7,21.9,71.1,25.9,70.13,0.2,0
20/12/2017,Phatthalung Rice research Center,,7.567,100.131,20,12,2017,0,24.4,27.2,25.9,20.7,73.23,16.7,184.25,0,0
21/12/2017,Phatthalung Rice research Center,,7.567,100.131,21,12,2017,0,24.1,28.6,27,21.9,73.96,20.4,102.8,1.31,0
22/12/2017,Phatthalung Rice research Center,,7.567,100.131,22,12,2017,0,23.8,27.3,25.5,22.4,83.09,12.6,172.17,0.2,0
23/12/2017,Phatthalung Rice research Center,,7.567,100.131,23,12,2017,0,23.3,23.3,23.3,23,98.48,6.8,300,0,0
24/12/2017,Phatthalung Rice research Center,,7.567,100.131,24,12,2017,0,25.9,30.4,28.7,24.5,78.67,22.7,66.75,2.99,0
25/12/2017,Phatthalung Rice research Center,,7.567,100.131,25,12,2017,0,25.2,29.4,27.4,24.5,84.7,8.8,100.75,0,0
26/12/2017,Phatthalung Rice research Center,,7.567,100.131,26,12,2017,0,25,29.1,27.2,23.1,78.4,21.6,181.1,1.18,0
27/12/2017,Phatthalung Rice research Center,,7.567,100.131,27,12,2017,0,24.3,29.4,27.6,23.3,77.72,7.5,153.17,0,0
28/12/2017,Phatthalung Rice research Center,,7.567,100.131,28,12,2017,0,25.3,27.8,26.6,24.3,87.65,7.7,63.5,0,4
29/12/2017,Phatthalung Rice research Center,,7.567,100.131,29,12,2017,0,25.7,29.7,28.5,25.3,83.14,23,66.63,2.17,0
30/12/2017,Phatthalung Rice research Center,,7.567,100.131,30,12,2017,0,27.3,30,28.8,24.3,76.94,18.9,80.75,0.2,0
31/12/2017,Phatthalung Rice research Center,,7.567,100.131,31,12,2017,0,26.7,30.4,28.6,24,76.35,27.4,75.6,0.5,0
1/1/2018,Phatthalung Rice research Center,,7.567,100.131,1,1,2018,1,26.3,28.9,27.8,23.8,78.75,23.2,67.4,2.3,0
2/1/2018,Phatthalung Rice research Center,,7.567,100.131,2,1,2018,0,25.1,30.4,27.9,23.5,77.22,20.1,85.83,2,3
3/1/2018,Phatthalung Rice research Center,,7.567,100.131,3,1,2018,3,26.5,28,27.3,23,77.64,8.1,48.5,0,0
4/1/2018,Phatthalung Rice research Center,,7.567,100.131,4,1,2018,3,25.4,30,28.1,24.3,80.37,18.9,66.25,12.91,0
5/1/2018,Phatthalung Rice research Center,,7.567,100.131,5,1,2018,1,26,29,27.1,24.1,84.11,7.3,185,0,4
6/1/2018,Phatthalung Rice research Center,,7.567,100.131,6,1,2018,0,24.9,31,28.8,24.4,77.66,16.2,134.8,4.6,2
7/1/2018,Phatthalung Rice research Center,,7.567,100.131,7,1,2018,0,23.9,29,26.3,24.5,90.26,9.2,118.5,79.94,0
8/1/2018,Phatthalung Rice research Center,,7.567,100.131,8,1,2018,0,25,26.9,25.9,24.7,93.11,3.3,27,0,0
9/1/2018,Phatthalung Rice research Center,,7.567,100.131,9,1,2018,0,25.2,31.8,29.5,24.5,75.63,14.6,123.88,0,0
10/1/2018,Phatthalung Rice research Center,,7.567,100.131,10,1,2018,1,26.3,30.6,28.6,24.7,79.99,13.8,127.25,0.4,0
11/1/2018,Phatthalung Rice research Center,,7.567,100.131,11,1,2018,0,23.2,26,24.4,23.8,96.43,11.6,239.2,81.29,0
12/1/2018,Phatthalung Rice research Center,,7.567,100.131,12,1,2018,0,23.4,29.4,26.5,23.7,85.24,11,159,0,0
13/1/2018,Phatthalung Rice research Center,,7.567,100.131,13,1,2018,0,24.2,25.1,24.7,22.5,87.42,8.3,85,0,0
14/1/2018,Phatthalung Rice research Center,,7.567,100.131,14,1,2018,0,21.9,25.5,23.9,21.8,88.64,9.3,156.63,12.9,1
15/1/2018,Phatthalung Rice research Center,,7.567,100.131,15,1,2018,0,22.4,26.6,24.7,23.1,90.88,14.4,145.5,0,0
16/1/2018,Phatthalung Rice research Center,,7.567,100.131,16,1,2018,0,24.3,31.3,28.6,23.3,73.84,18.8,131.3,0,0
17/1/2018,Phatthalung Rice research Center,,7.567,100.131,17,1,2018,0,25.4,30.8,28.7,23.6,74.12,12.7,134,0,0
18/1/2018,Phatthalung Rice research Center,,7.567,100.131,18,1,2018,0,25.3,27.9,26.6,23.8,85.25,10.2,37.5,0,1
19/1/2018,Phatthalung Rice research Center,,7.567,100.131,19,1,2018,0,25.3,29.5,28.2,24.1,78.73,15.5,105.25,4,2
20/1/2018,Phatthalung Rice research Center,,7.567,100.131,20,1,2018,0,25.1,26.9,26,23.9,88.54,12,62.25,10.91,0
21/1/2018,Phatthalung Rice research Center,,7.567,100.131,21,1,2018,0,24.4,29.6,27.9,24.5,82.1,16.4,102.7,53.74,0
22/1/2018,Phatthalung Rice research Center,,7.567,100.131,22,1,2018,0,24.9,30.4,28.2,24.4,80.69,9.7,157.17,0,0
23/1/2018,Phatthalung Rice research Center,,7.567,100.131,23,1,2018,3,25,26.7,25.9,23.8,88.62,6.8,284.5,0,0
24/1/2018,Phatthalung Rice research Center,,7.567,100.131,24,1,2018,0,24.9,29.3,27.6,24.5,83.59,13.6,152.38,31.84,0
25/1/2018,Phatthalung Rice research Center,,7.567,100.131,25,1,2018,3,24.7,30.4,27.5,24.6,84.69,10.7,191,0,0
26/1/2018,Phatthalung Rice research Center,,7.567,100.131,26,1,2018,3,26.3,31.1,29.5,23.9,72.36,19.9,78.7,0,0
27/1/2018,Phatthalung Rice research Center,,7.567,100.131,27,1,2018,0,25.9,31.1,28.7,24.5,79,15.7,72.33,39.94,0
28/1/2018,Phatthalung Rice research Center,,7.567,100.131,28,1,2018,2,25.4,27.7,26.5,24,86.39,6.8,172,0,0
29/1/2018,Phatthalung Rice research Center,,7.567,100.131,29,1,2018,1,25.3,31.9,29.5,24.6,75.51,13.4,149.13,0,0
30/1/2018,Phatthalung Rice research Center,,7.567,100.131,30,1,2018,3,25.5,30.4,28,24.8,82.92,9.2,151.75,0,0
31/1/2018,Phatthalung Rice research Center,,7.567,100.131,31,1,2018,0,26.3,31.6,29.8,24.3,72.82,19.7,120.5,0,5
1/2/2018,Phatthalung Rice research Center,,7.567,100.131,1,2,2018,0,26.5,32.5,30.3,23.8,69.08,22.4,120.8,2,18
2/2/2018,Phatthalung Rice research Center,,7.567,100.131,2,2,2018,0,26,31.5,29.6,24.2,73.45,29.3,96.83,0.6,0
3/2/2018,Phatthalung Rice research Center,,7.567,100.131,3,2,2018,0,26.2,28.6,27.4,22.8,76.15,8.7,83.5,0,0
4/2/2018,Phatthalung Rice research Center,,7.567,100.131,4,2,2018,0,25.5,31.8,29.7,22.1,64.59,29.9,124,0,0
5/2/2018,Phatthalung Rice research Center,,7.567,100.131,5,2,2018,0,26,30,28,21.7,68.83,25.6,102.25,0,1
6/2/2018,Phatthalung Rice research Center,,7.567,100.131,6,2,2018,0,25.6,31,29.1,20.8,61.33,24,85.7,0,2
7/2/2018,Phatthalung Rice research Center,,7.567,100.131,7,2,2018,0,23.7,30.8,27.9,21.1,68.12,19.7,130.67,0,0
8/2/2018,Phatthalung Rice research Center,,7.567,100.131,8,2,2018,0,24.5,26.9,25.7,21.2,76.57,7.8,137.5,0,2
9/2/2018,Phatthalung Rice research Center,,7.567,100.131,9,2,2018,2,23.9,31.1,28.8,20.8,63.03,16.8,114.38,0,0
10/2/2018,Phatthalung Rice research Center,,7.567,100.131,10,2,2018,3,24.9,29.6,27.4,20.8,67.81,13.8,157,0,0
11/2/2018,Phatthalung Rice research Center,,7.567,100.131,11,2,2018,5,23.9,31.1,29,20.9,62.86,20.5,70.5,0,0
12/2/2018,Phatthalung Rice research Center,,7.567,100.131,12,2,2018,5,24.9,30.4,28.3,22.3,70.3,24.5,96.17,0,0
13/2/2018,Phatthalung Rice research Center,,7.567,100.131,13,2,2018,2,25.3,28,26.6,22,76.29,6.1,179,0,0
14/2/2018,Phatthalung Rice research Center,,7.567,100.131,14,2,2018,0,26,31.9,29.7,22.3,64.86,21.7,66,0,0
15/2/2018,Phatthalung Rice research Center,,7.567,100.131,15,2,2018,2,24.3,30.1,27.6,22.6,75.35,9.2,127,0,2
16/2/2018,Phatthalung Rice research Center,,7.567,100.131,16,2,2018,0,24.5,33.6,30.7,22.8,64.25,16.9,124.6,0,0
17/2/2018,Phatthalung Rice research Center,,7.567,100.131,17,2,2018,1,24.5,31.9,29.1,23.1,71.25,9.2,120.67,0,0
18/2/2018,Phatthalung Rice research Center,,7.567,100.131,18,2,2018,1,25,28,26.5,23,81.35,4.9,146,0,0
19/2/2018,Phatthalung Rice research Center,,7.567,100.131,19,2,2018,0,24,32.6,29.9,23.4,69.01,21.2,92,0,0
20/2/2018,Phatthalung Rice research Center,,7.567,100.131,20,2,2018,0,26.6,31,28.9,23.4,72.5,14.8,84.5,0,0
21/2/2018,Phatthalung Rice research Center,,7.567,100.131,21,2,2018,2,27.4,32.6,30.7,23.4,65.72,20,82.4,0,2
22/2/2018,Phatthalung Rice research Center,,7.567,100.131,22,2,2018,0,27.1,31.7,30,23.7,69.64,15.2,84.83,0,1
23/2/2018,Phatthalung Rice research Center,,7.567,100.131,23,2,2018,4,26.4,28.8,27.6,24,80.92,4.9,180,0,0
24/2/2018,Phatthalung Rice research Center,,7.567,100.131,24,2,2018,4,26.4,30.9,29.4,24.2,73.94,25.4,92.13,0,0
25/2/2018,Phatthalung Rice research Center,,7.567,100.131,25,2,2018,4,26.6,30.9,28.9,22.8,69.95,18.3,70.25,0.8,0
26/2/2018,Phatthalung Rice research Center,,7.567,100.131,26,2,2018,4,26.2,32.1,30.6,21.8,59.82,26,97.6,0,0
27/2/2018,Phatthalung Rice research Center,,7.567,100.131,27,2,2018,4,27,32.3,30.4,22.5,63.44,18.4,85.17,0,0
28/2/2018,Phatthalung Rice research Center,,7.567,100.131,28,2,2018,3,25.9,28.6,27.3,22.9,77.49,8.7,53,0,1
1/3/2018,Phatthalung Rice research Center,,7.567,100.131,1,3,2018,2,25.5,32.6,30.4,23.5,67.33,17.1,77.5,0,3
2/3/2018,Phatthalung Rice research Center,,7.567,100.131,2,3,2018,4,25.3,34.3,30.4,23.8,69.26,14.7,135.83,0,1
3/3/2018,Phatthalung Rice research Center,,7.567,100.131,3,3,2018,3,26.3,29,27.7,24.4,82.47,8.2,192,0,1
4/3/2018,Phatthalung Rice research Center,,7.567,100.131,4,3,2018,1,27.3,34,31.5,23.7,63.91,13.8,125.38,0,3
5/3/2018,Phatthalung Rice research Center,,7.567,100.131,5,3,2018,2,27.6,31.9,29.9,23.7,70.14,14.5,97.75,0,1
6/3/2018,Phatthalung Rice research Center,,7.567,100.131,6,3,2018,1,27,33.2,31,23.9,66.56,20.8,71.1,0,0
7/3/2018,Phatthalung Rice research Center,,7.567,100.131,7,3,2018,2,26.9,32.1,30.5,24.1,69.41,11.7,101.33,0,1
8/3/2018,Phatthalung Rice research Center,,7.567,100.131,8,3,2018,0,27.2,29.2,28.2,23.5,75.62,11.5,81.5,0,1
9/3/2018,Phatthalung Rice research Center,,7.567,100.131,9,3,2018,1,26.3,32.3,30.2,23.5,67.74,26.4,113.75,0,0
10/3/2018,Phatthalung Rice research Center,,7.567,100.131,10,3,2018,3,28.4,31.5,29.9,23.2,67.61,27.8,94.5,0,2
11/3/2018,Phatthalung Rice research Center,,7.567,100.131,11,3,2018,3,27.3,31.5,30.1,22.1,62.65,25,98.3,0,3
12/3/2018,Phatthalung Rice research Center,,7.567,100.131,12,3,2018,1,26.5,31.6,29.8,23.3,68.41,18.7,114.17,0,1
13/3/2018,Phatthalung Rice research Center,,7.567,100.131,13,3,2018,2,26,26.5,26.2,23.6,85.26,6.9,29.5,0,4
14/3/2018,Phatthalung Rice research Center,,7.567,100.131,14,3,2018,0,26.6,33.6,31.2,23.5,64.27,16.9,123.13,0,0
15/3/2018,Phatthalung Rice research Center,,7.567,100.131,15,3,2018,2,27,31.4,29.3,24.2,74.65,8.5,37.5,0,0
16/3/2018,Phatthalung Rice research Center,,7.567,100.131,16,3,2018,0,25.8,33.9,31.1,24,66.87,18.8,126.6,0,0
17/3/2018,Phatthalung Rice research Center,,7.567,100.131,17,3,2018,0,27,32.7,30.7,23.4,65.97,12.9,101.83,0,0
18/3/2018,Phatthalung Rice research Center,,7.567,100.131,18,3,2018,1,27.9,30.2,29.1,23.7,72.98,7.6,74.5,0,0
19/3/2018,Phatthalung Rice research Center,,7.567,100.131,19,3,2018,0,27.3,33.5,31.5,23.8,64.39,16.5,77.63,0,0
20/3/2018,Phatthalung Rice research Center,,7.567,100.131,20,3,2018,1,26,32.4,29.5,23.4,71,10.1,156,0,1
21/3/2018,Phatthalung Rice research Center,,7.567,100.131,21,3,2018,0,25.5,34.2,31.4,22.9,61.68,17,196.5,0,2
22/3/2018,Phatthalung Rice research Center,,7.567,100.131,22,3,2018,2,27.9,32.5,30.6,23.2,65.18,23.4,91,0,2
23/3/2018,Phatthalung Rice research Center,,7.567,100.131,23,3,2018,1,27.3,29.6,28.5,23.2,73.57,8.4,93.5,0,5
24/3/2018,Phatthalung Rice research Center,,7.567,100.131,24,3,2018,0,26.9,32.4,30.4,24.1,69.7,22.7,92.25,2,0
25/3/2018,Phatthalung Rice research Center,,7.567,100.131,25,3,2018,0,27.5,31.6,29.5,23.5,70.3,16.4,114.25,0,4
26/3/2018,Phatthalung Rice research Center,,7.567,100.131,26,3,2018,1,27,33.5,31.2,23.1,63.11,19.7,121,0,1
27/3/2018,Phatthalung Rice research Center,,7.567,100.131,27,3,2018,0,26.6,32.5,30.5,23.6,67.13,22.1,101,0,0
28/3/2018,Phatthalung Rice research Center,,7.567,100.131,28,3,2018,0,27,29.1,28.1,23.3,75.63,6.9,153.5,0,0
29/3/2018,Phatthalung Rice research Center,,7.567,100.131,29,3,2018,0,26.3,33.9,31.4,23.3,62.82,13.9,195.5,0,0
30/3/2018,Phatthalung Rice research Center,,7.567,100.131,30,3,2018,0,26.8,32.5,29.9,24.6,74.02,12.8,161.25,0,0
31/3/2018,Phatthalung Rice research Center,,7.567,100.131,31,3,2018,0,27.3,33.5,31.2,24.1,66.91,14.5,87.5,5,0
1/4/2018,Phatthalung Rice research Center,,7.567,100.131,1,4,2018,0,25.5,32.2,29.6,23.9,72.29,14.8,160.2,8.04,0
2/4/2018,Phatthalung Rice research Center,,7.567,100.131,2,4,2018,0,25.2,32.2,29.4,24,73.76,20.3,146.17,0.5,0
3/4/2018,Phatthalung Rice research Center,,7.567,100.131,3,4,2018,0,27.6,29.3,28.4,24.7,80.56,10.3,55.5,0,0
4/4/2018,Phatthalung Rice research Center,,7.567,100.131,4,4,2018,0,26.9,33.1,31,23.7,65.91,14.5,95,0,0
5/4/2018,Phatthalung Rice research Center,,7.567,100.131,5,4,2018,0,27.4,32,29.6,23.6,70.65,11.1,93,0,2
6/4/2018,Phatthalung Rice research Center,,7.567,100.131,6,4,2018,0,25.8,34,31.1,23.3,64.5,17.7,96.5,0,0
7/4/2018,Phatthalung Rice research Center,,7.567,100.131,7,4,2018,0,26.8,32.2,30.5,23.9,68.7,18.6,69.5,0,0
8/4/2018,Phatthalung Rice research Center,,7.567,100.131,8,4,2018,0,28.6,30.3,29.5,23.1,68.78,16.9,76,0,0
9/4/2018,Phatthalung Rice research Center,,7.567,100.131,9,4,2018,0,27.6,31.4,29.6,24.3,73.16,27.1,93.75,1.2,0
10/4/2018,Phatthalung Rice research Center,,7.567,100.131,10,4,2018,0,26.6,30.3,28.6,25.3,82.38,13.3,95.75,3.04,1
11/4/2018,Phatthalung Rice research Center,,7.567,100.131,11,4,2018,0,28,33.1,31,25.1,71.34,22.3,89.3,2,0
12/4/2018,Phatthalung Rice research Center,,7.567,100.131,12,4,2018,0,28.6,32.6,31.1,25.1,70.64,18.4,89.5,0,0
13/4/2018,Phatthalung Rice research Center,,7.567,100.131,13,4,2018,0,27.9,30.3,29.1,24.7,77.41,9.9,200,0,0
14/4/2018,Phatthalung Rice research Center,,7.567,100.131,14,4,2018,0,28.3,33.1,31.7,24.7,67.15,20.9,80.5,0,0
15/4/2018,Phatthalung Rice research Center,,7.567,100.131,15,4,2018,0,27.5,32.7,30.2,25.3,75.63,8.5,107.75,0,0
16/4/2018,Phatthalung Rice research Center,,7.567,100.131,16,4,2018,0,28.6,33,31.5,24.7,67.54,17.5,105.2,0,0
17/4/2018,Phatthalung Rice research Center,,7.567,100.131,17,4,2018,0,27.3,33.5,31.3,24.3,67.41,11.1,102,0,0
18/4/2018,Phatthalung Rice research Center,,7.567,100.131,18,4,2018,0,28.9,30,29.5,24.9,76.68,6.1,89.5,0,0
19/4/2018,Phatthalung Rice research Center,,7.567,100.131,19,4,2018,0,28.2,34.3,32.1,24.3,64.08,22.3,75.63,0,0
20/4/2018,Phatthalung Rice research Center,,7.567,100.131,20,4,2018,0,28.5,32.8,30.8,24.6,69.94,16.4,89.5,0,0
21/4/2018,Phatthalung Rice research Center,,7.567,100.131,21,4,2018,0,28.7,33.9,32.1,23.8,62.21,20.6,82.8,0,0
22/4/2018,Phatthalung Rice research Center,,7.567,100.131,22,4,2018,0,27.4,32.9,31.1,23.6,65.25,9.2,89.33,0,0
23/4/2018,Phatthalung Rice research Center,,7.567,100.131,23,4,2018,0,27.9,29.6,28.8,24.5,77.67,5.9,238.5,0,0
24/4/2018,Phatthalung Rice research Center,,7.567,100.131,24,4,2018,0,27.8,34.1,30.9,23.9,67.11,15,145.88,15,0
25/4/2018,Phatthalung Rice research Center,,7.567,100.131,25,4,2018,0,28.2,33.7,30.9,24.6,69.82,7.1,200.75,0,0
26/4/2018,Phatthalung Rice research Center,,7.567,100.131,26,4,2018,0,26.8,34,30.9,24.7,70.04,9.9,188.7,16.47,0
27/4/2018,Phatthalung Rice research Center,,7.567,100.131,27,4,2018,0,26.4,30.8,29.4,25.2,78.23,15.5,119.83,0,0
28/4/2018,Phatthalung Rice research Center,,7.567,100.131,28,4,2018,0,28.9,30.5,29.7,24.3,72.98,5.3,192.5,0,0
29/4/2018,Phatthalung Rice research Center,,7.567,100.131,29,4,2018,0,25,33.8,29.7,25.4,78.91,13,120.13,1,0
30/4/2018,Phatthalung Rice research Center,,7.567,100.131,30,4,2018,0,25.7,29.3,27.5,25.1,87.13,12.8,177.75,0.4,0
1/5/2018,Phatthalung Rice research Center,,7.567,100.131,1,5,2018,0,25.7,32,29.1,24.7,78.13,11.2,231.7,17.04,0
2/5/2018,Phatthalung Rice research Center,,7.567,100.131,2,5,2018,0,25.9,32.5,30.2,24.6,73.32,11.1,181.17,0,0
3/5/2018,Phatthalung Rice research Center,,7.567,100.131,3,5,2018,0,26.8,29.9,28.4,25,82.01,4.9,155.5,0,0
4/5/2018,Phatthalung Rice research Center,,7.567,100.131,4,5,2018,0,27.2,33.9,31.5,24.8,68.45,11.3,115.5,0,0
5/5/2018,Phatthalung Rice research Center,,7.567,100.131,5,5,2018,0,27.4,33,30.5,25.2,74.37,11.9,184.25,0,0
6/5/2018,Phatthalung Rice research Center,,7.567,100.131,6,5,2018,0,27.9,33.3,30.5,25.1,73.42,16.3,193.5,28.75,0
7/5/2018,Phatthalung Rice research Center,,7.567,100.131,7,5,2018,0,28.2,33.8,31.6,25.4,70.09,9.2,183,0,0
8/5/2018,Phatthalung Rice research Center,,7.567,100.131,8,5,2018,0,26.8,29.2,28,25.3,85.15,4.1,109,0,0
9/5/2018,Phatthalung Rice research Center,,7.567,100.131,9,5,2018,0,28.5,33.6,31.3,25.6,72.27,16,147.63,0,0
10/5/2018,Phatthalung Rice research Center,,7.567,100.131,10,5,2018,0,26.4,32.4,29.5,25.3,78.97,7.8,155.75,0,0
11/5/2018,Phatthalung Rice research Center,,7.567,100.131,11,5,2018,0,26.5,34.1,31.1,25.2,71.58,11.1,104.4,7,0
12/5/2018,Phatthalung Rice research Center,,7.567,100.131,12,5,2018,0,27.2,33.4,30.9,24.6,69.86,11.1,166.83,0,0
