province_th,province_en,lat,lon,month,area_rai,year,crop_season,month_num,date
สระบุรี,Saraburi,14.55531481,100.8865463,Nov,0,2019,in_season,11,2019-11-01
สระบุรี,Saraburi,14.55531481,100.8865463,Dec,0,2019,in_season,12,2019-12-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jan,9081,2015,off_season,1,2015-01-01
สระบุรี,Saraburi,14.55531481,100.8865463,Feb,2057,2015,off_season,2,2015-02-01
สระบุรี,Saraburi,14.55531481,100.8865463,Mar,6644,2015,off_season,3,2015-03-01
สระบุรี,Saraburi,14.55531481,100.8865463,Apr,1966,2015,off_season,4,2015-04-01
สระบุรี,Saraburi,14.55531481,100.8865463,May,0,2015,off_season,5,2015-05-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jun,0,2015,off_season,6,2015-06-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jul,0,2015,off_season,7,2015-07-01
สระบุรี,Saraburi,14.55531481,100.8865463,Aug,0,2015,off_season,8,2015-08-01
สระบุรี,Saraburi,14.55531481,100.8865463,Sep,0,2015,off_season,9,2015-09-01
สระบุรี,Saraburi,14.55531481,100.8865463,Oct,0,2015,off_season,10,2015-10-01
สระบุรี,Saraburi,14.55531481,100.8865463,Nov,30640,2015,off_season,11,2015-11-01
สระบุรี,Saraburi,14.55531481,100.8865463,Dec,14746,2015,off_season,12,2015-12-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jan,4731,2016,off_season,1,2016-01-01
สระบุรี,Saraburi,14.55531481,100.8865463,Feb,2337,2016,off_season,2,2016-02-01
สระบุรี,Saraburi,14.55531481,100.8865463,Mar,759,2016,off_season,3,2016-03-01
สระบุรี,Saraburi,14.55531481,100.8865463,Apr,197,2016,off_season,4,2016-04-01
สระบุรี,Saraburi,14.55531481,100.8865463,May,0,2016,off_season,5,2016-05-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jun,0,2016,off_season,6,2016-06-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jul,0,2016,off_season,7,2016-07-01
สระบุรี,Saraburi,14.55531481,100.8865463,Aug,0,2016,off_season,8,2016-08-01
สระบุรี,Saraburi,14.55531481,100.8865463,Sep,0,2016,off_season,9,2016-09-01
สระบุรี,Saraburi,14.55531481,100.8865463,Oct,0,2016,off_season,10,2016-10-01
สระบุรี,Saraburi,14.55531481,100.8865463,Nov,3728,2016,off_season,11,2016-11-01
สระบุรี,Saraburi,14.55531481,100.8865463,Dec,7925,2016,off_season,12,2016-12-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jan,43424,2017,off_season,1,2017-01-01
สระบุรี,Saraburi,14.55531481,100.8865463,Feb,9820,2017,off_season,2,2017-02-01
สระบุรี,Saraburi,14.55531481,100.8865463,Mar,4859,2017,off_season,3,2017-03-01
สระบุรี,Saraburi,14.55531481,100.8865463,Apr,3880,2017,off_season,4,2017-04-01
สระบุรี,Saraburi,14.55531481,100.8865463,May,0,2017,off_season,5,2017-05-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jun,0,2017,off_season,6,2017-06-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jul,0,2017,off_season,7,2017-07-01
สระบุรี,Saraburi,14.55531481,100.8865463,Aug,0,2017,off_season,8,2017-08-01
สระบุรี,Saraburi,14.55531481,100.8865463,Sep,0,2017,off_season,9,2017-09-01
สระบุรี,Saraburi,14.55531481,100.8865463,Oct,0,2017,off_season,10,2017-10-01
สระบุรี,Saraburi,14.55531481,100.8865463,Nov,23070,2017,off_season,11,2017-11-01
สระบุรี,Saraburi,14.55531481,100.8865463,Dec,40455,2017,off_season,12,2017-12-01
สระบุรี,Saraburi,14.55531481,100.8865463,Jan,123970,2018,off_season,1,2018-01-01
สระบุรี,Saraburi,14.55531481,100.8865463,Feb,28890,2018,off_season,2,2018-02-01
สระบุรี,Saraburi,14.55531481,100.8865463,Mar,11683,2018,off_season,3,2018-03-01
